Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Margin
5/15/2016,15,May,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,69,46,115,0.6
5/23/2014,23,May,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,48,32,80,0.6
5/23/2014,23,May,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,57,38,95,0.6
5/23/2016,23,May,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,42,28,70,0.6
5/23/2016,23,May,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,54,36,90,0.6
6/2/2014,2,June,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,57,38,95,0.6
6/2/2016,2,June,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,51,34,85,0.6
6/9/2014,9,June,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,78,52,130,0.6
6/9/2014,9,June,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10,0.6
6/9/2014,9,June,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,33,22,55,0.6
6/9/2016,9,June,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,69,46,115,0.6
6/9/2016,9,June,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10,0.6
6/9/2016,9,June,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,36,24,60,0.6
6/17/2014,17,June,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,30,20,50,0.6
6/17/2014,17,June,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,63,42,105,0.6
6/17/2016,17,June,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,30,20,50,0.6
6/17/2016,17,June,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,54,36,90,0.6
7/6/2014,6,July,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,54,36,90,0.6
7/6/2014,6,July,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,63,42,105,0.6
7/6/2016,6,July,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,54,36,90,0.6
7/6/2016,6,July,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,69,46,115,0.6
7/24/2014,24,July,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,51,34,85,0.6
7/24/2014,24,July,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,66,44,110,0.6
7/24/2014,24,July,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,72,48,120,0.6
7/24/2014,24,July,2014,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,48,32,80,0.6
7/24/2016,24,July,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,51,34,85,0.6
7/24/2016,24,July,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,63,42,105,0.6
7/24/2016,24,July,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,72,48,120,0.6
7/24/2016,24,July,2016,42,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,48,32,80,0.6
9/14/2013,14,September,2013,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,2,9,25,32,18,50,0.64
9/14/2013,14,September,2013,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,13,9,25,208,117,325,0.64
9/14/2015,14,September,2015,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,3,9,25,48,27,75,0.64
9/14/2015,14,September,2015,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,14,9,25,224,126,350,0.64
10/19/2013,19,October,2013,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,14,9,25,224,126,350,0.64
10/19/2013,19,October,2013,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,7,9,25,112,63,175,0.64
10/19/2015,19,October,2015,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,13,9,25,208,117,325,0.64
10/19/2015,19,October,2015,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,9,9,25,144,81,225,0.64
3/9/2014,9,March,2014,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,14,9,25,224,126,350,0.64
3/9/2016,9,March,2016,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,16,9,25,256,144,400,0.64
4/7/2014,7,April,2014,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,4,9,25,64,36,100,0.64
4/7/2014,7,April,2014,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,2,9,25,32,18,50,0.64
4/7/2016,7,April,2016,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,4,9,25,64,36,100,0.64
4/7/2016,7,April,2016,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,1,9,25,16,9,25,0.64
6/21/2014,21,June,2014,30,Young Adults (25-34),F,France,Loiret,Accessories,Tires and Tubes,ML Road Tire,20,9,25,320,180,500,0.64
6/21/2014,21,June,2014,30,Young Adults (25-34),F,France,Loiret,Accessories,Tires and Tubes,ML Road Tire,12,9,25,192,108,300,0.64
6/21/2016,21,June,2016,30,Young Adults (25-34),F,France,Loiret,Accessories,Tires and Tubes,ML Road Tire,19,9,25,304,171,475,0.64
6/21/2016,21,June,2016,30,Young Adults (25-34),F,France,Loiret,Accessories,Tires and Tubes,ML Road Tire,14,9,25,224,126,350,0.64
2/10/2014,10,February,2014,69,Seniors (64+),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,72,24,96,0.75
2/10/2016,10,February,2016,69,Seniors (64+),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,72,24,96,0.75
5/21/2014,21,May,2014,69,Seniors (64+),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,3,1,4,9,3,12,0.75
5/21/2016,21,May,2016,69,Seniors (64+),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16,0.75
4/18/2014,18,April,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10,0.5
4/18/2014,18,April,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4,0.5
4/18/2014,18,April,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,15,15,30,0.5
4/18/2014,18,April,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,23,23,46,0.5
4/18/2016,18,April,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8,0.5
4/18/2016,18,April,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10,0.5
4/18/2016,18,April,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,0.5
4/18/2016,18,April,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,12,12,24,0.5
4/18/2016,18,April,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,23,23,46,0.5
5/4/2014,4,May,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,6,6,12,0.5
5/4/2014,4,May,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,0.5
5/4/2014,4,May,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,27,27,54,0.5
5/4/2016,4,May,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14,0.5
5/4/2016,4,May,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,0.5
5/4/2016,4,May,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,24,24,48,0.5
6/10/2014,10,June,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22,0.5
6/10/2014,10,June,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,20,20,40,0.5
6/10/2016,10,June,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,13,13,26,0.5
6/10/2016,10,June,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,17,17,34,0.5
6/13/2014,13,June,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,23,23,46,0.5
6/13/2014,13,June,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,26,26,52,0.5
6/13/2014,13,June,2014,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22,0.5
6/13/2016,13,June,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,22,22,44,0.5
6/13/2016,13,June,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,23,23,46,0.5
6/13/2016,13,June,2016,31,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,13,13,26,0.5
7/5/2014,5,July,2014,33,Young Adults (25-34),M,Germany,Brandenburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8,0.5
7/5/2016,5,July,2016,33,Young Adults (25-34),M,Germany,Brandenburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,6,6,12,0.5
3/30/2014,30,March,2014,34,Young Adults (25-34),F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,15,15,30,0.5
3/30/2016,30,March,2016,34,Young Adults (25-34),F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,17,17,34,0.5
5/1/2014,1,May,2014,34,Young Adults (25-34),F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,30,30,60,0.5
5/1/2014,1,May,2014,34,Young Adults (25-34),F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,24,24,48,0.5
5/1/2016,1,May,2016,34,Young Adults (25-34),F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,30,30,60,0.5
5/1/2016,1,May,2016,34,Young Adults (25-34),F,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,26,26,52,0.5
10/24/2013,24,October,2013,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,14,9,25,224,126,350,0.64
10/24/2013,24,October,2013,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,29,9,25,464,261,725,0.64
10/24/2015,24,October,2015,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,13,9,25,208,117,325,0.64
10/24/2015,24,October,2015,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,29,9,25,464,261,725,0.64
12/4/2013,4,December,2013,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,21,9,25,336,189,525,0.64
12/4/2015,4,December,2015,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,20,9,25,320,180,500,0.64
12/14/2013,14,December,2013,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,11,9,25,176,99,275,0.64
12/14/2013,14,December,2013,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,23,9,25,368,207,575,0.64
12/14/2015,14,December,2015,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,10,9,25,160,90,250,0.64
12/14/2015,14,December,2015,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,24,9,25,384,216,600,0.64
5/5/2014,5,May,2014,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,9,9,25,144,81,225,0.64
5/5/2016,5,May,2016,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,6,9,25,96,54,150,0.64
5/12/2014,12,May,2014,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,29,9,25,464,261,725,0.64
5/12/2016,12,May,2016,34,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,ML Road Tire,27,9,25,432,243,675,0.64
4/4/2014,4,April,2014,31,Young Adults (25-34),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,2,2,4,0.5
4/4/2016,4,April,2016,31,Young Adults (25-34),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,0.5
6/17/2014,17,June,2014,31,Young Adults (25-34),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,22,22,44,0.5
6/17/2014,17,June,2014,31,Young Adults (25-34),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,18,18,36,0.5
6/17/2014,17,June,2014,31,Young Adults (25-34),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,9,9,18,0.5
6/17/2016,17,June,2016,31,Young Adults (25-34),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,24,24,48,0.5
6/17/2016,17,June,2016,31,Young Adults (25-34),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,18,18,36,0.5
6/17/2016,17,June,2016,31,Young Adults (25-34),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,10,10,20,0.5
7/19/2014,19,July,2014,31,Young Adults (25-34),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22,0.5
7/19/2016,19,July,2016,31,Young Adults (25-34),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,9,9,18,0.5
9/26/2013,26,September,2013,33,Young Adults (25-34),F,Germany,Hamburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,23,23,46,0.5
9/26/2013,26,September,2013,33,Young Adults (25-34),F,Germany,Hamburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14,0.5
9/26/2015,26,September,2015,33,Young Adults (25-34),F,Germany,Hamburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,25,25,50,0.5
9/26/2015,26,September,2015,33,Young Adults (25-34),F,Germany,Hamburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14,0.5
9/20/2013,20,September,2013,34,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Road Tire,19,9,25,304,171,475,0.64
9/20/2013,20,September,2013,34,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Road Tire,29,9,25,464,261,725,0.64
9/20/2015,20,September,2015,34,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Road Tire,20,9,25,320,180,500,0.64
9/20/2015,20,September,2015,34,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Road Tire,30,9,25,480,270,750,0.64
6/4/2014,4,June,2014,34,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Road Tire,9,9,25,144,81,225,0.64
6/4/2014,4,June,2014,34,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Road Tire,28,9,25,448,252,700,0.64
6/4/2016,4,June,2016,34,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Road Tire,9,9,25,144,81,225,0.64
6/4/2016,4,June,2016,34,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,ML Road Tire,28,9,25,448,252,700,0.64
8/16/2013,16,August,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,30,20,50,0.6
8/16/2015,16,August,2015,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,24,16,40,0.6
8/29/2013,29,August,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,39,26,65,0.6
8/29/2013,29,August,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,87,58,145,0.6
8/29/2015,29,August,2015,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,30,20,50,0.6
8/29/2015,29,August,2015,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,87,58,145,0.6
9/21/2013,21,September,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,63,42,105,0.6
9/21/2015,21,September,2015,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,69,46,115,0.6
10/25/2013,25,October,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,42,28,70,0.6
10/25/2013,25,October,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,69,46,115,0.6
10/25/2015,25,October,2015,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,42,28,70,0.6
10/25/2015,25,October,2015,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,72,48,120,0.6
11/12/2013,12,November,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,6,4,10,0.6
11/12/2013,12,November,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5,33,22,55,0.6
11/12/2013,12,November,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,21,14,35,0.6
11/12/2015,12,November,2015,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5,0.6
11/12/2015,12,November,2015,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,39,26,65,0.6
11/12/2015,12,November,2015,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,27,18,45,0.6
12/14/2013,14,December,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,54,36,90,0.6
12/14/2013,14,December,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,57,38,95,0.6
12/14/2015,14,December,2015,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,48,32,80,0.6
12/14/2015,14,December,2015,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,54,36,90,0.6
2/26/2014,26,February,2014,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,27,18,45,0.6
2/26/2016,26,February,2016,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,27,18,45,0.6
4/13/2014,13,April,2014,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,57,38,95,0.6
4/13/2014,13,April,2014,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,60,40,100,0.6
4/13/2016,13,April,2016,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,63,42,105,0.6
6/8/2014,8,June,2014,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,72,48,120,0.6
6/8/2016,8,June,2016,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,63,42,105,0.6
6/22/2014,22,June,2014,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,66,44,110,0.6
6/22/2016,22,June,2016,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,63,42,105,0.6
7/8/2014,8,July,2014,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,75,50,125,0.6
7/8/2016,8,July,2016,20,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,69,46,115,0.6
9/17/2013,17,September,2013,20,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,90,60,150,0.6
9/17/2013,17,September,2013,20,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,15,10,25,0.6
9/17/2015,17,September,2015,20,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,84,56,140,0.6
9/17/2015,17,September,2015,20,Youth (<25),M,France,Pas de Calais,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,21,14,35,0.6
10/25/2013,25,October,2013,18,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,24,8,32,0.75
10/25/2015,25,October,2015,18,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,21,7,28,0.75
3/9/2014,9,March,2014,18,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,36,12,48,0.75
3/9/2016,9,March,2016,18,Youth (<25),F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,42,14,56,0.75
1/26/2014,26,January,2014,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,3,9,25,48,27,75,0.64
1/26/2014,26,January,2014,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,6,9,25,96,54,150,0.64
1/26/2016,26,January,2016,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,1,9,25,16,9,25,0.64
1/26/2016,26,January,2016,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,4,9,25,64,36,100,0.64
4/7/2014,7,April,2014,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,14,9,25,224,126,350,0.64
4/7/2014,7,April,2014,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,16,9,25,256,144,400,0.64
4/7/2016,7,April,2016,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,13,9,25,208,117,325,0.64
4/7/2016,7,April,2016,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,18,9,25,288,162,450,0.64
5/13/2014,13,May,2014,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,9,9,25,144,81,225,0.64
5/13/2016,13,May,2016,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,9,9,25,144,81,225,0.64
7/29/2014,29,July,2014,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,22,9,25,352,198,550,0.64
7/29/2014,29,July,2014,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,24,9,25,384,216,600,0.64
7/29/2016,29,July,2016,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,19,9,25,304,171,475,0.64
7/29/2016,29,July,2016,18,Youth (<25),F,Germany,Hessen,Accessories,Tires and Tubes,ML Road Tire,26,9,25,416,234,650,0.64
9/25/2013,25,September,2013,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Mountain Tire,13,11,30,247,143,390,0.633333333
9/25/2013,25,September,2013,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Mountain Tire,7,11,30,133,77,210,0.633333333
9/25/2015,25,September,2015,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Mountain Tire,15,11,30,285,165,450,0.633333333
9/25/2015,25,September,2015,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,171,99,270,0.633333333
1/8/2014,8,January,2014,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Mountain Tire,13,11,30,247,143,390,0.633333333
1/8/2014,8,January,2014,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Mountain Tire,3,11,30,57,33,90,0.633333333
1/8/2016,8,January,2016,21,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Mountain Tire,13,11,30,247,143,390,0.633333333
